date,sales,promo,product_id,price,marketing_spend
2023-12-31,89.20806383717111,0,P008,42.88,59.44
2024-05-23,101.46111246681045,0,P006,37.8,107.38
2023-01-03,90.71513196593311,0,P005,32.04,153.29
2024-11-11,173.13332499776664,0,P007,8.13,49.69
2024-12-17,72.59358107062583,0,P002,17.85,354.7
2024-03-28,131.46328828750725,0,P009,11.36,104.79
2024-07-17,155.72721110593702,0,P001,12.65,3.45
2023-02-08,113.58974837348033,0,P001,12.65,8.39
2023-05-15,86.26781890755898,0,P008,41.88,36.02
2024-08-13,63.92256936023836,0,P002,17.93,157.89
2024-02-24,92.93920533608328,0,P005,31.55,345.17
2023-11-05,137.96768561585546,0,P007,8.29,829.54
2023-08-21,97.75442540256402,0,P006,36.99,149.44
2023-02-26,81.78994485570244,0,P005,31.39,194.46
2023-03-19,37.64294462949199,0,P002,17.47,618.88
2023-01-27,83.11425718435385,0,P008,43.47,249.92
2023-09-22,179.90529297617388,0,P003,20.13,5.22
2023-12-06,107.83496747022977,0,P004,28.27,39.28
2023-01-25,185.38152203582035,0,P003,19.83,434.37
2024-09-11,191.88412769790006,0,P009,11.21,62.39
2024-08-27,113.79437379970568,0,P004,28.14,44.36
2024-04-30,121.0359114457315,0,P010,11.39,628.36
2023-05-25,102.84083757066105,0,P006,37.56,60.35
2023-02-27,182.8870866170891,0,P003,19.81,589.12
2024-04-10,116.04934426818764,0,P008,42.94,165.44
2024-05-15,70.09741485503079,0,P002,18.12,531.42
2024-11-14,204.44681635719598,0,P009,11.43,85.99
2023-03-27,140.2604238081046,0,P007,8.25,697.75
2023-11-24,209.0836423573218,0,P003,20.34,557.78
2024-04-24,104.25401707309905,0,P009,11.52,109.88
2024-12-05,239.18837202672194,0,P003,20.02,443.81
2023-07-11,188.19605304417476,0,P003,19.77,197.1
2024-06-14,66.65628673229983,0,P002,17.66,17.93
2023-03-14,98.89851807753685,0,P008,42.61,442.39
2023-03-03,90.86679374147162,0,P008,43.06,350.94
2024-12-10,164.1664444426748,0,P009,11.41,15.49
2024-06-25,102.31278118006942,0,P008,42.82,441.78
2023-05-15,47.540567839700905,0,P002,17.55,164.32
2024-01-10,168.602082820542,0,P009,11.2,98.04
2023-06-14,206.88348015034535,0,P003,20.19,79.96
2024-10-16,82.31005121767033,0,P010,11.59,877.45
2023-02-20,158.34356139931674,0,P007,8.12,175.56
2023-02-18,145.50811695656563,0,P007,8.26,433.65
2024-04-22,172.44849554571877,0,P007,8.16,164.15
2024-08-21,107.73144183295199,0,P005,31.05,683.13
2024-09-07,91.60096250389455,0,P004,27.84,265.78
2023-01-04,140.6880370307266,0,P001,12.69,150.91
2024-07-16,147.33027776635393,0,P009,11.31,42.42
2024-04-23,203.48009981134481,0,P009,11.18,71.48
2024-11-25,102.42122856697857,0,P008,42.96,372.74
2023-02-24,100.59916355174708,0,P010,11.25,271.29
2024-03-29,167.89867784464457,0,P007,8.29,300.69
2023-06-05,125.80342391601091,0,P004,28.42,122.49
2023-07-06,99.19109338422737,0,P005,30.76,51.89
2024-10-12,162.23382195481977,0,P007,8.14,448.62
2023-12-11,79.19068625383325,0,P005,31.91,138.28
2024-05-26,111.09435129993904,0,P010,11.55,375.63
2024-04-15,68.08582943477252,0,P002,18.16,558.48
2024-03-02,109.57191388567104,0,P006,37.51,20.24
2024-08-21,67.71855658300332,0,P002,17.91,320.95
2024-03-03,199.1148099545031,0,P003,20.0,308.43
2023-03-10,188.95655385920784,0,P003,20.25,565.05
2024-08-29,225.53110600520802,0,P003,20.0,505.1
2023-12-12,94.84448612349779,0,P006,37.53,44.53
2024-05-07,121.75279721633221,0,P004,28.48,451.21
2023-09-05,111.2023512325596,0,P006,37.25,165.78
2023-08-03,52.4168228202358,0,P002,17.62,634.66
2024-10-09,137.80554533881215,0,P001,12.69,162.89
2023-10-05,72.7214921986176,0,P010,11.22,156.16
2024-06-25,94.12203012057813,0,P005,31.7,312.48
2024-11-20,81.90176980525308,0,P006,37.08,115.87
2024-08-29,105.12202509024696,0,P005,31.51,122.68
2024-07-20,71.71353033767667,0,P005,31.67,614.58
2023-06-04,140.19402131979095,0,P007,8.17,769.61
2023-02-04,83.26657988810587,0,P008,42.93,415.05
2023-02-17,50.60108372296998,0,P002,17.66,583.18
2024-05-20,190.74381968207769,0,P009,11.39,68.82
2023-08-13,82.44129284182986,0,P008,42.9,504.67
2023-06-22,134.21945468325092,0,P004,27.96,79.06
2024-05-20,154.23830785274458,0,P007,8.37,418.97
2023-11-13,158.73029419689027,0,P007,8.01,751.23
2024-12-26,194.2804277079814,0,P009,11.17,107.9
2023-12-15,105.19185173543889,0,P001,12.74,104.24
2023-04-25,139.70826969334433,0,P007,8.13,27.91
2024-12-23,160.8696851269966,0,P009,11.38,88.93
2024-06-04,161.1170413397914,0,P001,12.75,49.12
2023-08-24,74.43406656148947,0,P005,31.72,234.01
2024-09-13,230.1897095087878,0,P003,20.26,102.93
2023-03-21,124.77081202439912,0,P001,12.67,162.33
2023-08-13,62.03576825460015,0,P010,11.34,505.6
2023-08-02,103.45039370100312,0,P005,31.49,222.86
2024-06-21,102.01577416706672,0,P004,28.62,286.05
2024-12-16,95.5864783636088,0,P004,28.39,367.4
2024-09-13,111.61923465528504,0,P004,28.28,620.1
2024-12-11,145.020692398404,0,P001,12.84,139.52
2023-08-17,102.97169680853928,0,P006,37.39,126.9
2023-10-14,96.9571824261848,0,P006,37.23,82.39
2023-01-03,96.14634492486039,0,P008,43.11,40.2
2024-10-18,96.7567531127279,0,P004,28.66,118.5
2024-12-12,79.60664927774287,0,P002,17.82,650.31
2024-05-23,166.63082619066844,0,P007,8.23,747.81
2023-07-07,96.20034621768986,0,P008,43.1,305.15
2023-08-19,100.34870153769504,0,P004,27.83,548.77
2023-02-21,183.3981699444338,0,P009,11.36,44.36
2023-07-16,92.00542759957993,0,P010,11.26,110.72
2023-11-11,156.32236582907868,0,P009,11.43,48.65
2024-02-15,127.34636824390773,0,P004,28.87,207.35
2023-11-23,157.7133721539888,0,P007,8.23,299.65
2024-11-19,57.11066940855018,0,P010,11.14,213.23
2024-11-29,113.46452699106072,0,P008,42.83,292.45
2023-06-21,147.52751821479416,0,P009,11.23,1.76
2023-05-08,94.60230042975412,0,P008,43.25,478.3
2023-05-18,106.99784274694187,0,P010,11.19,502.1
2024-09-16,106.62796188115702,0,P004,28.71,14.39
2024-10-26,94.21886153275678,0,P008,42.76,19.29
2024-04-20,107.8054812509822,0,P004,28.43,784.17
2023-07-09,111.66451387473734,0,P006,37.04,106.55
2024-04-04,61.82897688486932,0,P002,17.64,277.66
2023-10-21,59.660374489166905,0,P010,11.19,182.96
2024-12-21,169.3259603885465,28,P001,12.67,215.71
2023-11-17,95.90115970540441,0,P004,28.36,217.81
2024-07-06,103.0967740393251,0,P008,42.78,267.19
2024-11-07,79.37192586901071,0,P006,36.46,141.28
2024-01-24,101.01128522202062,0,P005,31.51,927.23
2024-10-06,96.42806822288848,0,P008,42.91,187.47
2023-08-17,48.97621263357023,0,P002,17.65,271.69
2023-12-25,149.55815040440558,0,P007,8.08,686.52
2023-10-24,83.29759810899326,0,P005,31.59,668.9
2024-03-01,214.9582654143051,0,P003,19.83,255.8
2023-05-07,172.18385252941331,0,P003,20.0,352.54
2024-02-18,148.53524154277085,0,P001,12.5,145.51
2023-03-12,136.07589879824317,0,P007,8.12,6.76
2023-04-16,97.717774768405,0,P006,37.28,44.62
2024-03-13,86.68046613501599,0,P005,32.03,125.84
2024-11-28,81.13084607178895,0,P006,37.37,65.54
2024-02-12,100.30135462331857,0,P008,44.09,486.39
2024-11-08,107.03359603263027,0,P005,31.62,325.23
2024-03-10,122.15297133049103,0,P010,11.23,841.01
2024-05-04,195.29295402186142,0,P007,8.34,523.81
2024-08-04,100.96582866222579,0,P008,44.22,432.03
2023-07-20,106.8335230191235,0,P008,42.87,61.67
2024-03-09,64.97686533016292,0,P010,11.17,446.44
2024-04-06,62.42512914303643,0,P002,17.62,854.41
2024-09-29,156.7785270355664,0,P007,8.27,560.21
2024-10-18,58.76537317031108,0,P002,18.0,7.21
2023-05-13,150.37248025440377,0,P009,11.28,53.78
2024-04-11,88.95142250742698,0,P010,11.26,762.39
2024-01-24,59.435199242790524,0,P002,17.87,911.7
2024-09-25,124.97956590629971,0,P004,28.29,273.94
2023-03-12,50.98563919373393,0,P010,11.32,251.05
2024-10-01,105.11588024783575,0,P005,31.57,165.88
2023-05-17,106.00369188268623,0,P001,12.71,124.68
2024-06-07,160.09822203672252,0,P007,8.14,504.75
2023-01-06,121.9377203532544,0,P007,8.27,585.89
2023-04-30,169.66151020156767,0,P009,11.23,48.44
2024-07-15,92.46239137088679,0,P008,42.69,381.45
2023-07-13,90.28952178333553,0,P006,37.25,74.93
2024-09-04,160.96557657609756,0,P001,12.74,205.45
2023-09-20,109.23711911177116,0,P004,28.1,727.51
2024-09-08,90.925486212787,0,P008,42.37,296.58
2023-04-15,119.25724303643781,0,P010,11.35,210.56
2024-03-15,107.80247440794199,0,P010,11.14,432.48
2024-01-08,91.80017307616502,0,P001,12.63,32.81
2023-05-20,85.19050652739253,0,P010,11.34,420.27
2023-06-10,99.65553492849011,0,P001,12.65,179.38
2023-08-24,152.19497522565618,0,P009,11.39,44.35
2024-10-18,64.50419571950404,0,P010,11.23,242.61
2023-05-23,48.947730107530305,0,P002,17.76,303.97
2023-10-07,74.87098631679075,0,P001,12.5,120.06
2023-06-07,193.3026698545606,0,P003,20.23,106.81
2023-06-09,94.63999742750737,0,P005,31.1,29.6
2023-04-25,109.16938033646649,0,P004,28.7,216.73
2024-02-23,58.55619480914958,0,P002,17.88,127.22
2023-05-26,189.41831548079304,0,P003,19.87,29.7
2024-09-01,177.56736477021764,0,P009,11.21,116.25
2024-06-28,87.89575168814436,0,P008,43.0,72.42
2023-12-14,200.11205706102672,0,P003,19.93,395.6
2024-02-01,77.35226180952759,0,P010,11.27,463.6
2024-05-22,100.4140302995171,0,P001,12.62,130.65
2023-09-26,104.26661907069648,0,P006,37.41,57.34
2024-01-01,191.8304462253106,0,P003,20.09,234.25
2024-09-07,146.3789418249807,0,P007,8.11,42.61
2024-01-11,52.625411152172006,0,P010,11.34,75.07
2024-09-25,168.24288157309275,0,P009,11.36,102.51
2023-05-09,94.9717362208186,0,P005,31.81,121.86
2023-12-05,98.6311342852277,0,P008,42.82,237.39
2024-04-19,116.16890148369693,0,P001,12.48,13.02
2023-03-22,204.44779187150476,0,P003,20.04,366.54
2024-06-19,112.90058845659675,0,P008,43.06,79.06
2023-07-22,157.5240304720271,0,P003,19.96,94.7
2024-04-15,95.04058053014765,0,P005,31.25,398.32
2024-03-31,113.4683257633409,0,P004,28.12,165.04
2023-05-30,190.33806283199837,0,P003,19.9,17.42
2023-01-04,185.62896206984433,0,P009,11.53,40.57
2023-07-06,49.15935137813861,0,P002,17.68,318.83
2024-10-07,177.1316589943027,0,P007,8.03,256.79
2024-12-19,253.9715252375301,0,P003,19.94,98.5
2023-09-05,93.81324547746412,0,P010,11.53,55.11
2024-04-16,88.85024120404287,0,P005,31.56,852.1
2023-09-27,111.3028673091082,0,P004,27.99,275.58
2024-06-16,111.86587198697366,0,P001,12.78,129.04
2024-12-11,73.61008955973082,0,P010,11.26,413.64
2024-01-01,96.13607107765756,0,P006,36.82,13.62
2023-10-23,93.04610643240565,0,P006,37.04,95.0
2024-03-30,166.61659889041798,0,P007,8.32,174.11
2023-03-12,38.82269317953013,0,P002,17.85,851.93
2023-04-22,97.800726603295,0,P001,12.63,83.69
2024-04-04,115.570899776858,0,P004,28.24,30.3
2023-02-12,113.02270848347533,0,P006,36.65,144.14
2024-09-25,102.10414938818926,0,P005,31.51,774.69
2024-06-29,178.71588551217536,0,P007,8.26,14.15
2023-04-01,79.29112818058321,0,P005,31.32,245.19
2023-01-29,130.45706187584537,0,P007,8.07,243.47
2024-07-02,114.72294835308568,0,P006,37.37,29.55
2023-06-02,201.0163305528262,0,P003,19.9,199.07
2023-07-06,124.78156790112426,0,P004,28.75,8.01
2024-10-14,107.3387377953083,0,P008,43.02,433.76
2024-05-26,60.157503336462206,0,P002,17.86,826.13
2024-02-12,103.5796680671589,0,P004,28.53,220.55
2024-08-04,176.05548838459512,0,P009,11.37,52.58
2023-01-19,155.82452025847067,0,P001,12.6,16.15
2023-11-20,202.1643330447916,0,P003,19.8,605.09
2024-10-24,94.98487424444136,0,P006,36.86,0.87
2023-10-15,135.90491413870478,0,P007,8.22,11.33
2023-05-09,73.51356244077324,0,P010,11.12,693.75
2024-08-28,92.19024257319313,0,P005,31.07,70.18
2024-04-13,104.9396413241886,0,P006,37.08,33.57
2023-10-20,132.31076431521748,0,P001,12.75,24.29
2023-04-03,119.67376882300346,0,P001,12.51,75.13
2023-12-09,192.72701171096497,0,P003,19.88,243.22
2024-02-08,89.43495490553134,0,P010,11.4,640.71
2024-05-16,176.94039597217255,0,P007,8.33,234.11
2023-06-15,103.03774685779072,0,P010,11.41,605.94
2023-03-17,38.22470408959818,0,P002,17.87,15.2
2024-01-28,213.06547091573364,0,P003,19.88,291.6
2024-02-11,89.8885144010729,0,P010,11.13,654.82
2023-07-03,48.4525570342235,0,P010,11.4,192.9
2024-03-01,87.53746710886976,0,P008,42.13,131.56
2023-09-06,72.22249977537311,0,P001,12.62,202.76
2024-04-21,111.11129719162346,0,P005,31.76,463.46
2024-02-14,71.45310943738565,0,P002,18.09,766.51
2024-04-21,102.66180642328536,0,P006,36.75,78.96
2024-08-22,79.76526138388033,0,P005,31.45,701.7
2023-10-04,149.61624759166193,0,P007,8.19,549.45
2024-11-06,193.5609157405872,0,P003,19.6,236.14
2024-06-23,64.97501418179739,0,P002,17.85,823.33
2023-03-08,52.635729602670075,0,P002,17.88,174.21
2024-04-29,163.235889649205,0,P009,11.31,97.18
2024-08-01,84.99983720598016,0,P005,31.41,663.08
2024-05-08,111.22630884697878,0,P008,43.16,489.8
2023-07-27,93.22792588656162,0,P006,36.96,135.83
2023-10-10,162.86643033306171,0,P003,19.96,599.61
2023-11-23,148.74495928240339,0,P001,12.52,58.78
2023-07-12,112.90698303934069,0,P006,37.47,59.83
2023-09-15,155.3372335797184,0,P007,8.17,134.66
2024-11-21,85.24596974245097,0,P005,31.42,790.9
2023-06-22,197.4932293693028,0,P003,19.67,125.63
2023-11-27,83.36648996591393,12,P001,12.49,190.08
2023-11-25,127.9899245347545,0,P001,12.57,195.06
2024-06-20,84.69306690419975,0,P010,11.24,342.49
2024-10-18,156.89077281597307,0,P001,12.65,150.55
2024-12-08,134.07712059976205,0,P009,11.14,35.62
2024-01-06,97.6573862531466,0,P006,36.99,26.46
2024-11-02,140.81274487031195,0,P001,12.77,173.87
2024-08-19,96.85777864565048,0,P010,11.31,417.87
2024-02-22,160.67708945273313,0,P009,11.33,84.99
2023-05-16,100.24486244444466,0,P010,11.48,435.74
2024-12-10,73.491966564156,0,P002,17.88,873.42
2024-04-03,180.9744672655478,0,P007,8.11,122.41
2023-08-15,27.060063754843668,0,P010,11.53,311.64
2024-08-29,102.442976588876,0,P008,43.15,88.67
2023-05-07,91.34837066307473,0,P005,31.26,162.18
2024-01-05,109.77802533091572,0,P005,31.36,245.96
2023-05-17,49.86220285566365,0,P002,18.18,211.69
2024-03-25,198.36999610780464,0,P003,20.26,223.41
2023-07-22,78.03357463249176,0,P008,43.12,377.98
2024-04-07,104.4347175745254,0,P004,28.45,769.6
2023-07-19,51.01769456064416,0,P002,18.18,214.51
2024-05-21,102.93956079424325,0,P010,11.23,100.84
2023-10-30,55.659402892823145,0,P002,17.64,3.29
2023-08-21,110.36089018353314,0,P004,28.1,57.2
2023-11-17,192.94737186786335,0,P009,11.43,89.09
2024-07-21,113.54565656881448,0,P001,12.58,40.21
2024-02-11,174.8033415739678,0,P009,11.35,25.5
2023-05-07,79.49154822571705,0,P006,37.63,134.05
2023-10-08,138.03119274329273,0,P007,8.26,594.34
2023-06-24,202.7989703320511,0,P003,20.11,18.65
2023-10-07,210.97912338626364,0,P003,20.11,213.7
2024-12-12,171.52964353325183,0,P007,8.19,223.07
2023-04-27,152.63838375260337,0,P009,11.46,118.77
2024-10-09,159.24204860676127,0,P009,11.36,35.16
2024-03-17,111.38935284896968,0,P004,28.35,582.65
2023-05-22,99.02172726783412,0,P005,31.07,871.56
2024-02-16,154.7510908328161,0,P007,8.22,749.16
2023-05-30,108.01271195235543,0,P008,43.09,277.41
2023-07-31,97.5459164113798,0,P004,28.83,346.87
2024-02-22,115.37281330545363,0,P006,37.45,108.08
2024-08-03,103.30813081052712,0,P010,11.21,131.5
2023-05-03,101.88900342930032,0,P004,28.54,314.97
2023-09-23,49.20525603432239,0,P002,17.88,437.38
2024-05-21,105.73876017419997,0,P004,28.52,411.19
2024-11-15,85.91630552392661,0,P008,43.39,438.02
2024-06-24,114.82003405970724,18,P005,31.41,148.34
2023-08-20,96.53002261324788,0,P001,12.54,161.51
2024-01-13,87.224817450325,0,P005,32.13,936.21
2023-03-17,94.41818510043709,0,P008,43.16,282.49
2024-08-29,70.99019639948038,0,P002,17.91,39.7
2024-10-02,93.30234934490241,0,P008,42.68,225.7
2023-10-05,185.19975350968127,0,P009,11.3,79.44
2024-09-01,89.56562885715644,0,P010,11.47,420.71
2023-09-24,97.60143483823514,0,P010,11.38,539.16
2024-10-26,111.1410187290851,0,P006,37.08,58.66
2024-08-23,215.4530892950573,0,P003,20.27,604.23
2024-07-08,171.24097559173515,0,P007,8.2,112.36
2023-04-09,109.1621180126048,0,P004,28.68,506.75
2023-07-12,202.0524888959286,0,P003,20.22,371.11
2024-08-19,103.54272750636667,0,P005,31.53,397.44
2023-01-11,114.5442693542346,0,P004,28.26,383.32
2023-12-17,52.84880764727607,0,P002,18.15,836.61
2023-11-25,54.44285234399985,0,P002,17.88,700.49
2023-06-02,60.45069577615331,0,P010,11.33,770.87
2023-05-24,134.4781931569762,0,P001,12.56,192.81
2024-07-19,146.53808011406483,0,P007,8.18,204.65
2024-02-02,106.47504204403528,0,P006,36.96,24.23
2024-07-22,104.42790313996883,0,P008,43.64,484.45
2024-04-27,120.61155554760222,0,P001,12.82,181.3
2024-07-10,173.67891001679263,0,P007,8.23,581.68
2023-06-02,144.19420004237742,0,P007,8.09,540.55
2024-08-10,88.23637783337279,0,P005,31.34,558.91
2024-12-06,69.38775944240301,0,P010,11.25,777.83
2024-01-01,164.13515728860298,0,P007,8.13,825.17
2024-07-08,66.14308418344358,0,P002,17.93,540.15
2023-04-03,92.10173518258975,0,P005,31.21,604.97
2024-08-29,68.8206816338752,0,P010,11.31,533.46
2024-06-15,111.8198956689399,0,P008,43.36,339.81
2023-10-12,46.88525138899428,0,P002,17.98,116.69
2024-09-21,94.52045474290631,0,P005,31.61,591.14
2024-11-07,162.01955521137123,0,P009,11.33,61.53
2024-09-17,138.2505782988269,0,P001,12.65,214.87
2023-06-27,159.53597863363436,0,P009,11.32,57.23
2023-03-22,145.3905239597104,0,P001,12.79,41.01
2023-04-17,52.868814186448766,0,P002,17.67,795.69
2024-06-11,95.2987879619786,0,P010,11.2,573.42
2024-07-02,95.8134994490448,0,P008,42.7,125.48
2023-04-18,164.5178576516952,0,P007,8.26,11.3
2024-05-29,216.4113858635147,0,P003,19.96,525.59
2023-04-19,48.877777461163745,0,P002,17.86,107.68
2023-07-17,90.69826896601512,0,P008,43.46,346.37
2024-03-27,230.4111045041449,0,P003,19.97,455.8
2024-01-31,96.15057944414109,0,P010,11.22,792.64
2024-05-18,88.98941057845585,0,P004,28.75,293.82
2023-12-16,124.08188576576521,0,P004,28.26,472.03
2023-12-26,76.66398008398811,0,P005,31.56,833.67
2024-08-09,193.0185440452998,0,P003,20.39,582.72
2023-10-07,153.01212962870775,0,P009,11.37,87.63
2024-03-25,193.23972074287093,0,P009,11.24,108.65
2024-09-07,93.99663749328698,0,P008,42.44,71.46
2024-09-07,197.57053427733607,0,P003,20.02,457.48
2023-12-27,114.86810644739033,19,P006,37.81,16.32
2024-02-24,60.55965293384918,0,P010,11.3,10.21
2023-05-02,146.54247158560193,0,P007,8.12,641.63
2023-11-14,191.98711117615525,0,P003,19.89,152.46
2024-03-23,104.62678558946591,0,P008,42.97,5.66
2024-06-03,83.94052379283751,0,P005,31.4,350.2
2023-10-01,63.424758542211364,0,P005,31.71,755.7
2024-07-27,173.6875773706576,0,P009,11.39,81.69
2024-07-27,82.11303406070657,0,P008,43.87,19.53
2024-01-16,145.76451402522733,0,P007,8.2,824.51
2023-09-29,143.353447851538,0,P007,8.27,165.08
2024-09-10,102.3700126955703,0,P004,28.39,551.31
2023-11-27,85.84106599490771,0,P005,32.4,332.0
2023-02-21,87.18189568929913,0,P010,11.26,485.31
2023-06-21,89.92202402610701,0,P010,11.25,39.26
2024-12-24,170.41266218276766,0,P007,8.2,609.61
2023-01-19,87.2858397916521,0,P008,43.05,508.13
2024-12-25,109.95576064645996,0,P008,43.6,489.22
2023-08-06,73.40031781931549,0,P006,37.41,71.99
2024-03-04,132.96729354946103,0,P004,28.41,742.11
2024-04-12,127.36340959673136,0,P001,12.65,177.73
2024-10-11,87.59372189250776,0,P005,32.14,768.35
2023-08-29,113.43231783547843,33,P005,31.99,553.23
2024-05-23,105.92779782559151,0,P005,32.11,789.9
2023-10-03,195.1924716212163,0,P003,20.04,180.95
2024-02-04,52.624086916875456,0,P002,17.73,243.93
2024-06-01,170.0970972577693,0,P007,8.21,747.29
2024-10-09,170.75453256580798,0,P007,8.08,582.6
2024-04-14,109.62591984899039,0,P008,43.16,412.35
2024-01-21,110.12896178674845,0,P001,12.52,66.83
2024-03-01,53.44510644097352,0,P010,11.12,533.5
2024-05-24,82.09473043263867,0,P006,37.17,121.31
2023-03-31,147.4654277341471,0,P001,12.75,51.2
2023-09-04,110.63830760514675,0,P001,12.71,110.23
2024-10-19,114.96242484743885,0,P004,28.5,319.56
2023-08-02,97.01086288529288,0,P006,37.1,136.74
2023-12-14,87.95056838601843,0,P008,42.82,406.18
2023-01-14,146.36390844998675,0,P007,8.22,505.67
2023-05-21,91.25173854184338,0,P010,11.55,344.58
2024-08-15,154.67032709577128,0,P007,8.35,238.56
2024-02-26,62.07833499610208,0,P002,17.91,657.69
2024-12-22,210.74724670269205,0,P003,20.25,186.31
2024-12-03,90.0919752190781,0,P008,42.54,310.93
2023-10-16,73.16025045672336,0,P001,12.76,54.06
2024-03-20,173.2964000481337,0,P001,12.63,164.1
2024-01-18,87.25778052596493,0,P005,32.01,439.59
2024-10-14,94.33044246739895,0,P005,32.02,288.01
2023-03-02,77.99827343967465,0,P010,11.21,349.92
2024-08-31,219.54186142246047,0,P003,20.04,599.08
2024-04-01,205.9772554293012,0,P009,11.39,51.67
2023-06-19,80.13273716403212,0,P005,31.3,480.14
2023-06-03,174.67805306954716,0,P001,12.63,193.13
2024-10-29,91.21273056948877,0,P006,37.2,75.69
2024-07-18,200.11122255421085,0,P003,20.15,140.41
2024-04-08,189.96248942621844,0,P009,11.29,118.62
2023-07-22,72.12189562373564,0,P010,11.3,633.17
2024-04-08,107.31434143934082,0,P004,28.14,410.39
2023-10-21,145.20663659524232,0,P007,8.19,659.31
2023-11-19,94.2357097018246,0,P004,28.32,176.22
2023-09-08,182.44313076753372,0,P003,19.97,467.03
2023-07-19,123.48732441858654,0,P004,27.93,16.22
2024-10-18,96.10186547823997,0,P008,42.76,494.37
2024-04-06,179.40941233592957,0,P009,11.34,106.16
2024-08-28,62.7250564437583,0,P002,17.98,318.28
2023-03-18,114.11506517554493,0,P001,12.64,111.62
2024-05-24,84.79628300705554,0,P005,31.62,426.64
2023-03-22,129.24286945036673,0,P007,8.07,41.52
2024-05-25,180.908342730288,20,P001,12.85,89.04
2023-02-16,37.491262422726535,0,P002,18.0,154.48
2023-11-08,178.89461940375867,0,P003,19.83,66.66
2023-08-06,110.21665811566982,0,P004,28.43,375.98
2023-02-21,93.79374738455485,0,P008,43.38,94.19
2024-07-01,107.29591096658856,0,P008,42.62,492.74
2024-05-08,126.60485322347257,0,P001,12.53,28.43
2023-04-23,155.3021422931062,0,P001,12.67,116.28
2023-01-10,114.23069067224013,0,P001,12.55,179.57
2023-07-07,50.195386497421595,0,P002,17.93,118.87
2024-01-26,156.73713365382045,24,P001,12.76,159.18
2023-06-16,95.25817434686283,0,P010,11.27,375.65
2024-07-28,87.95931412840399,0,P004,27.98,367.71
2024-08-04,232.58134811697985,0,P003,20.29,532.26
2023-10-12,190.45452297117052,0,P009,11.29,36.32
2024-07-02,234.05963257087262,0,P003,20.17,75.36
2024-09-30,155.5666785836551,0,P007,8.23,370.59
2023-12-15,165.1464701010389,0,P007,8.13,308.59
2024-12-26,95.95656360553804,0,P005,31.01,538.1
2023-04-11,92.9937671477781,0,P010,11.45,807.89
2023-02-02,110.8459729765116,0,P004,29.03,665.59
2023-08-18,48.725777797418026,0,P002,17.94,258.15
2023-04-25,147.30925496007234,0,P001,12.5,88.51
2023-08-27,150.96736860696572,0,P009,11.33,33.56
2023-06-28,48.18904761075035,0,P002,17.9,683.82
2024-12-07,89.46700701062983,0,P006,36.76,23.49
2024-01-25,62.78767352072348,0,P002,17.61,231.44
2023-02-03,174.6313524429918,0,P003,19.95,462.47
2024-11-13,95.38297759892905,0,P006,36.88,70.52
2023-03-26,134.6869477179971,0,P001,12.6,102.87
2024-05-01,159.33768473414875,0,P001,12.33,197.04
2024-03-24,98.23378981344237,0,P010,11.06,303.73
2023-11-28,168.4659514061221,0,P003,19.41,433.86
2024-03-02,100.41252819598756,0,P004,28.71,365.02
2023-10-15,43.784229611133654,0,P002,17.59,11.81
2023-01-08,110.96729050898132,0,P004,28.47,282.29
2024-01-21,56.05740019568724,0,P002,17.96,727.07
2023-10-11,110.20589191111901,0,P004,28.41,107.64
2024-10-29,163.43295783321935,0,P009,11.22,98.14
2024-02-25,79.86420550668274,24,P002,17.84,687.31
2023-03-07,93.64477999360828,0,P005,31.91,294.8
2024-10-31,98.8636179492293,0,P008,43.38,309.46
2023-07-01,153.25304907836374,0,P007,8.16,314.86
2023-12-02,121.19807704819502,0,P001,12.56,122.66
2023-12-23,138.03029938198839,0,P001,12.73,193.38
2023-09-24,47.881897970278324,0,P002,17.86,119.41
2024-05-05,100.60603578502561,0,P008,43.41,64.75
2023-09-26,151.97891409403755,0,P007,8.22,518.67
2023-06-02,95.9891064408225,0,P006,36.81,90.24
2024-06-19,146.86462149635403,0,P007,8.15,746.47
2023-11-21,184.35993216530687,0,P009,11.4,27.49
2024-11-25,162.2909689816877,0,P007,8.02,655.43
2023-10-23,170.78197745775054,0,P001,12.71,12.5
2024-02-19,59.62351002486858,0,P002,17.6,137.03
2023-12-29,101.94121580535584,0,P004,28.41,694.24
2024-03-27,105.32416410398481,0,P008,42.06,473.86
2024-07-16,99.21519754251626,0,P008,43.7,275.72
2023-04-24,172.75727674102984,0,P007,8.16,449.54
2024-12-21,176.91093103201086,15,P007,8.3,843.68
2023-07-29,88.80460233993266,0,P008,42.08,196.06
2024-10-22,140.3689743647212,16,P004,28.9,764.9
2023-09-04,177.23961451396957,0,P009,11.1,115.34
2023-04-25,103.3172516894825,0,P008,42.94,315.68
2024-02-29,184.10474862574432,0,P009,11.36,24.76
2023-02-12,151.81256201148292,0,P009,11.18,24.04
2023-05-07,111.81110212557597,0,P001,12.86,184.28
2024-06-24,133.84495005490453,39,P010,11.35,114.53
2023-06-24,144.50692173904199,0,P007,8.14,401.6
2023-11-03,203.661928247252,0,P003,20.06,5.22
2023-01-03,196.5107718101005,0,P003,20.01,374.47
2023-04-09,197.03692983847873,0,P003,20.12,386.33
2023-09-17,96.4494533150251,0,P008,43.39,154.07
2023-05-19,173.6690299498159,0,P009,11.21,63.6
2023-11-21,49.494338563243936,0,P002,17.82,164.44
