date,product_id,sales,price,promo,marketing_spend,sales_roll_mean_7,sales_roll_std_7
2023-12-12,P002,56.59705201125258,17.94,0,755.83,52.5728436090583,5.148255427162701
2023-12-13,P002,59.53100168023784,17.97,0,848.76,54.25709455006791,5.231983603418037
2023-12-14,P002,55.9757001278586,17.56,0,424.3,54.19173056530372,5.203043478054292
2023-12-15,P002,55.06484009421176,18.14,0,334.91,54.3496994635446,5.211581222531417
2023-12-16,P002,47.740239849909926,17.86,0,13.73,54.88626787771922,4.024731341200927
2023-12-17,P002,52.84880764727607,18.15,0,836.61,54.17426937914429,3.853816089114955
2023-12-18,P002,58.94296747039629,17.89,0,820.1,55.24294412587758,4.010451592195267
2023-12-19,P002,50.4863139376663,17.67,0,17.89,54.36998154393668,4.3197185235447755
2023-12-20,P002,61.83730659318741,18.01,0,88.15,54.69945367435805,4.83605831379795
2023-12-21,P002,53.338028297200005,17.68,0,624.28,54.3226434128354,4.822785023923789
2023-12-22,P002,54.84463484032407,18.11,0,910.65,54.29118551942286,4.817852638278825
2023-12-23,P002,54.62249305186551,18.08,0,795.55,55.27436454827366,3.866493087233791
2023-12-24,P002,55.94202134006333,17.9,0,92.74,55.71625221867185,3.7169476518745954
2023-12-25,P002,61.59051422519821,18.06,0,473.77,56.09447318364355,4.2029375480699125
2023-12-26,P002,57.553484533953466,17.81,0,558.68,57.104068983113144,3.4041734787806686
2023-12-27,P002,77.25278329006252,18.08,21,605.04,59.30627993980959,8.3581237997022
2023-12-28,P002,60.09512631976069,17.85,0,225.02,60.27157965731825,7.933358124991204
2023-12-29,P002,53.58390593028559,17.89,0,821.59,60.09147552731276,8.089862114453409
2023-12-30,P002,43.929719476928966,17.79,0,346.91,58.56393644517897,10.063417030416463
2023-12-31,P002,50.89874819577678,18.18,0,640.83,57.84346885313803,10.455312295595062
2024-01-01,P002,47.68859600109762,17.92,0,409.14,55.85748053540937,10.934299075419169
2024-01-02,P002,71.61890951345949,17.81,0,161.76,57.86682696105309,12.480900609087902
2024-01-03,P002,52.378672794645695,17.9,0,14.25,54.31338260456497,9.13375649158091
2024-01-04,P002,69.01293176699618,18.04,0,106.97,55.5873548113129,10.581746821693647
2024-01-05,P002,60.12711285099156,17.9,0,709.43,56.52209865712804,10.663954613786998
2024-01-06,P002,55.91090064739197,18.04,0,267.55,58.23369596719418,9.16167888686228
2024-01-07,P002,55.12761466071547,17.62,0,498.36,58.83781974789971,8.726489210367918
2024-01-08,P002,57.2663773830821,17.69,0,738.37,60.206074231040354,7.325401948781294
2024-01-09,P002,57.23225456579125,17.7,0,478.67,58.15083780994489,5.338412673864507
2024-01-10,P002,68.93084740118333,18.09,0,393.98,60.51543418230741,5.9825218352141105
2024-01-11,P002,52.69554165994953,17.67,0,510.18,58.18437845272932,5.25436188976244
2024-01-12,P002,56.65507076899164,17.79,0,459.45,57.68837244101504,5.204042091094166
2024-01-13,P002,55.90264170036385,18.15,0,593.96,57.6871925914396,5.204513154816441
2024-01-14,P002,47.82615477768224,18.14,0,852.16,56.64412689386342,6.397844276351039
2024-01-15,P002,63.15833328246426,17.86,0,151.02,57.485834879489445,6.863949921839406
2024-01-16,P002,61.12823144998164,17.7,0,931.25,58.04240300580235,6.996632814239537
2024-01-17,P002,60.51696977972473,17.87,0,408.46,56.84042048845112,5.341178864678539
2024-01-18,P002,61.27170881269584,17.65,0,804.47,58.065587224557746,5.2140548996234495
2024-01-19,P002,53.620737651208,18.14,0,887.1,57.632111064874366,5.470679893287359
2024-01-20,P002,57.74411665880244,17.84,0,799.96,57.895178916079885,5.417672918003896
2024-01-21,P002,56.05740019568724,17.96,0,727.07,59.07107111865202,3.3768872575159308
2024-01-22,P002,59.30478891450751,17.9,0,293.97,58.52056478037248,2.876563827231133
2024-01-23,P002,61.78722015924564,18.15,0,652.71,58.614706024553065,2.984872710863537
2024-01-24,P002,59.435199242790524,17.87,0,911.7,58.4601673764196,2.8966709907211445
2024-01-25,P002,62.78767352072348,17.61,0,231.44,58.676733763280694,3.184296210901647
2024-01-26,P002,67.1156775248642,17.75,0,544.54,60.60458231666015,3.6623063990942257
2024-01-27,P002,47.44260131586659,17.89,0,239.67,59.13293726766931,6.196373065471609
2024-01-28,P002,54.58911986321205,17.94,0,313.3,58.923182934458566,6.340998937612539
2024-01-29,P002,61.82144905318803,18.08,0,507.26,59.28270581141293,6.43686170477523
2024-01-30,P002,66.4910928975767,18.04,0,70.88,59.95468763117451,6.965707273747744
2024-01-31,P002,61.78416531504122,17.82,0,806.56,60.29025421292461,6.993036451068564
2024-02-01,P002,57.57410634726886,17.83,0,533.01,59.54545890243109,6.960276197623789
2024-02-02,P002,57.31238770145084,17.88,0,224.09,58.14498892765776,6.1185762563520845
2024-02-03,P002,61.87100223148852,18.14,0,200.74,60.206189058460886,3.9628294841252716
2024-02-04,P002,52.624086916875456,17.73,0,243.93,59.92547006612709,4.464849560626093
2024-02-05,P002,63.05910850938331,17.63,0,246.72,60.10227855986927,4.5755767298341565
2024-02-06,P002,69.74410962501472,17.95,0,764.77,60.56699523521756,5.419896078220799
2024-02-07,P002,67.24777605691239,17.72,0,225.62,61.347511055484865,5.988023265329631
2024-02-08,P002,64.95278433561565,18.33,0,710.01,62.40160791096298,5.861173187797101
2024-02-09,P002,55.929012699377246,17.75,0,637.22,62.20398291066675,6.080584453420178
2024-02-10,P002,46.45777264635532,17.83,0,736.44,60.002092969933436,8.521884280569783
2024-02-11,P002,55.143453822973214,17.89,0,72.9,60.36200252794741,8.205686310523733
2024-02-12,P002,64.69593945627076,18.11,0,366.49,60.5958355203599,8.317908496185634
2024-02-13,P002,70.40568894438235,17.91,0,903.25,60.69034685169813,8.44201189360047
2024-02-14,P002,71.45310943738565,18.09,0,766.51,61.29110876319431,9.109666710373265
2024-02-15,P002,63.042298489847056,17.92,0,125.03,61.0181822137988,9.009749724566989
2024-02-16,P002,60.73234190539716,17.95,0,38.31,61.70437210037307,8.736318856821612
2024-02-17,P002,53.239170308091445,18.23,0,621.52,62.67314319490681,6.959056778111841
2024-02-18,P002,55.19404763219232,18.09,0,188.36,62.68037088193811,6.949953359173154
2024-02-19,P002,59.62351002486858,17.6,0,137.03,61.95573810602351,6.969186264912041
2024-02-20,P002,62.456099853540735,17.89,0,924.11,60.820082521617564,5.9334930779036394
2024-02-21,P002,73.13462026609162,17.65,0,187.83,61.06029835428985,6.447489092377291
2024-02-22,P002,60.99648777478869,17.78,0,402.69,60.76803968071008,6.388773159544198
2024-02-23,P002,58.55619480914958,17.88,0,127.22,60.457161524103284,6.443510969851421
2024-02-24,P002,57.88182415221319,17.81,0,348.54,61.120397787549244,5.781677823206613
2024-02-25,P002,79.86420550668274,17.84,24,687.31,64.64470605533359,8.46394560268724
2024-02-26,P002,62.07833499610208,17.91,0,657.69,64.99539533693839,8.269857123142737
2024-02-27,P002,76.67241798891219,17.93,0,688.75,67.02629792770573,9.231974329773442
2024-02-28,P002,70.56066517185617,18.12,0,533.69,66.65859005710067,8.996386187739867
2024-02-29,P002,63.54018665519443,17.71,0,332.93,67.02197561144433,8.778292171864052
2024-03-01,P002,51.667835434096496,17.7,0,364.47,66.03792427215105,10.162448502962992
2024-03-02,P002,61.95479134916878,18.04,0,639.79,66.61977672885898,9.724816166067962
2024-03-03,P002,56.29684751864545,18.17,0,591.18,63.253011301996516,8.3589722707053
2024-03-04,P002,58.57475785286044,17.53,0,696.52,62.752500281533415,8.54387808583832
2024-03-05,P002,58.03053862995983,17.77,0,582.24,60.08937465882594,6.012130276317729
2024-03-06,P002,63.255560868313935,18.08,0,368.17,59.045788329748476,4.274489557785656
2024-03-07,P002,72.00754994839068,17.89,0,350.89,60.25541165734794,6.41863035319499
2024-03-08,P002,62.69936575066255,17.83,0,938.59,61.83134455971452,5.196703896004344
2024-03-09,P002,61.188830874695526,17.79,0,281.08,61.72192163478977,5.201733034713799
2024-03-10,P002,70.10335363841472,17.53,0,18.83,63.69427965189966,5.415006303762439
2024-03-11,P002,56.80659259825998,18.06,0,382.28,63.441684615528175,5.725933102269054
2024-03-12,P002,64.2857434821034,17.97,0,688.94,64.33528530869155,5.205127895503948
2024-03-13,P002,71.89756071752714,17.9,0,702.95,65.569856715722,5.886611603600304
2024-03-14,P002,65.59483024821874,17.78,0,268.67,64.65375390141172,5.173573812889849
2024-03-15,P002,55.96849772286599,17.61,0,754.86,63.69220132601221,6.133747554050107
2024-03-16,P002,61.98396781627873,18.07,0,904.26,63.805792317666956,6.086844174863921
2024-03-17,P002,59.224012916856495,17.56,0,27.43,62.25160078601578,5.57857324537629
2024-03-18,P002,71.83965671536117,17.94,0,935.84,64.3991813741731,6.010003638175339
2024-03-19,P002,74.42207706566708,17.82,0,299.72,65.84722902896792,7.1003349474819215
2024-03-20,P002,73.89186088020101,18.03,0,56.0,66.13212905220703,7.416535018863783
2024-03-21,P002,61.34904195864348,17.8,0,912.3,65.525587867982,7.638105532993945
2024-03-22,P002,59.953420562133616,17.82,0,815.97,66.09486255930594,6.922023999791468
2024-03-23,P002,66.13093510162699,17.47,0,610.84,66.68728645721283,6.684953012032775
2024-03-24,P002,65.69093961943774,17.81,0,29.5,67.61113312901016,5.880042332763435
2024-03-25,P002,61.19890056566185,17.87,0,418.0,66.09102510762453,5.97927814706637
2024-03-26,P002,74.41928582212901,17.69,0,434.52,66.09062635854767,5.978630022115725
2024-03-27,P002,63.17273708745108,18.07,0,669.26,64.5593229595834,4.927891514749657
2024-03-28,P002,71.53724996794777,18.06,0,822.0,66.01478124662687,5.311335960921217
2024-03-29,P002,66.54661574929519,18.22,0,855.14,66.95666627336423,4.593373141534304
2024-03-30,P002,56.67338476012884,17.89,0,412.41,65.60558765315021,6.03987601349961
2024-03-31,P002,73.31296454705134,18.02,0,722.93,66.69444835709501,6.707926452451764
2024-04-01,P002,64.42696053632235,17.78,0,612.5,67.15559978147508,6.369582597326457
2024-04-02,P002,77.62324819593063,17.3,0,322.4,67.61330869201818,7.056599052056559
2024-04-03,P002,64.344243780697,17.77,0,245.76,67.78066679105329,6.946768903296798
2024-04-04,P002,61.82897688486932,17.64,0,277.66,66.3937706363278,7.04026417758795
2024-04-05,P002,58.40346621627821,17.67,0,914.88,65.23046356018253,7.656593430545209
2024-04-06,P002,62.42512914303643,17.62,0,854.41,66.05214132916933,6.851529766815751
2024-04-07,P002,62.43024883700097,17.91,0,643.74,64.49746765630498,6.125632493780866
2024-04-08,P002,71.86164623065419,17.79,0,252.44,65.55956561263811,6.726440750651982
2024-04-09,P002,72.65524601482139,17.97,0,841.59,64.84985101533678,5.3659483514771935
2024-04-10,P002,76.26522422342768,17.98,0,827.33,66.55284822144117,6.861901105386261
2024-04-11,P002,66.69601989371871,17.98,0,613.13,67.24814007984823,6.542624894047931
2024-04-12,P002,69.601119114461,17.98,0,433.16,68.84780477958863,5.263576216929141
2024-04-13,P002,64.05949596370716,17.85,0,180.31,69.08128575397015,4.958611246687124
2024-04-14,P002,70.47421905536567,17.91,0,438.86,70.23042435659367,3.9997351451815657
2024-04-15,P002,68.08582943477252,18.16,0,558.48,69.69102195718202,3.9976869421882437
2024-04-16,P002,62.12852963582601,17.77,0,287.45,68.18720533161125,4.6271557150827025
2024-04-17,P002,66.09591143888916,17.71,0,400.83,66.73444636239147,2.9667316652165225
2024-04-18,P002,69.78649636107353,18.2,0,145.35,67.17594300058501,3.1821920712667313
2024-04-19,P002,59.69606828182711,18.1,0,566.37,65.76093573878016,4.0168272313455375
2024-04-20,P002,67.42228049922926,17.7,0,48.32,66.24133352956905,3.9803496680982953
2024-04-21,P002,66.7044757094579,17.95,0,809.12,65.70279876586793,3.5432128509840966
2024-04-22,P002,63.952774679212745,17.77,0,404.19,65.11236237221652,3.42222118500472
2024-04-23,P002,60.314557557309,17.77,0,636.74,64.85322350385695,3.73976803215793
2024-04-24,P002,65.99997008117712,17.9,0,323.41,64.83951759561238,3.7346269124545235
2024-04-25,P002,107.45655756059745,18.02,36,379.14,70.22095490983008,16.696831298955104
2024-04-26,P002,69.6617085374102,17.85,0,856.69,71.6446178034848,16.06267338834543
2024-04-27,P002,63.72832586200053,17.93,0,409.02,71.11690999816642,16.283668072546938
2024-04-28,P002,63.55289092521251,17.93,0,720.89,70.66668360041707,16.468520257856273
2024-04-29,P002,62.36175415383568,17.98,0,128.92,70.43939495393464,16.587176854974768
2024-04-30,P002,59.8957192594939,17.5,0,872.68,70.37956091138963,16.63048566219161
2024-05-01,P002,71.06169248065105,17.91,0,540.97,71.10266411131447,16.51798343289153
2024-05-02,P002,75.0451511575178,17.98,0,904.87,66.4724631965888,5.491341240963773
2024-05-03,P002,71.870439723077,17.91,0,751.26,66.78799622311263,5.761928335332313
2024-05-04,P002,66.7088753013299,17.94,0,282.77,67.21378900015968,5.60616461031559
2024-05-05,P002,60.31252931415545,17.75,0,324.77,66.7508801985801,6.073161017353136
2024-05-06,P002,65.93318936353921,17.8,0,858.45,67.26108522853777,5.786215445825874
2024-05-07,P002,66.05907442979665,18.11,0,140.64,68.14156453858101,4.875982678864569
2024-05-08,P002,61.5247531614268,17.86,0,827.98,66.77914463583468,5.242661095450629
2024-05-09,P002,65.67046389520142,17.98,0,841.08,65.43990359836091,3.7696223383666667
2024-05-10,P002,65.96035307348002,18.17,0,158.2,64.59560550556135,2.555696687853012
2024-05-11,P002,59.818874291501416,17.96,0,922.58,63.61131964701443,2.9085802568761077
2024-05-12,P002,64.74790468100122,17.64,0,750.47,64.24494469942097,2.5284539938532533
2024-05-13,P002,61.19197041835454,17.85,0,512.74,63.567627707251724,2.6336809270789465
2024-05-14,P002,69.35676700131529,17.5,0,805.6,64.0387266460401,3.3508938826790238
2024-05-15,P002,70.09741485503079,18.12,0,531.42,65.26339260226925,3.813570769411318
2024-05-16,P002,60.17151444256631,17.63,0,336.09,64.47782839474993,4.256400481757515
2024-05-17,P002,67.19247935923855,17.96,0,268.15,64.65384643557259,4.352322068883141
2024-05-18,P002,61.21518022426047,17.54,0,365.07,64.85331871168101,4.119570966821007
2024-05-19,P002,68.93797742910948,17.74,0,219.26,65.45190053283935,4.396786952758766
2024-05-20,P002,66.45280180076657,17.42,0,529.76,66.20344787318392,3.976838107133358
2024-05-21,P002,65.34300926591719,17.8,0,87.85,65.63005391098419,3.7279779283125922
2024-05-22,P002,76.6034844402412,17.94,0,771.74,66.55949242315712,5.443632193437565
2024-05-23,P002,61.29572671671261,17.71,0,600.16,66.72009417660658,5.236398333045497
2024-05-24,P002,69.43893727640231,18.01,0,98.28,67.0410167362014,5.338027507573497
2024-05-25,P002,57.45399119421138,17.9,0,477.34,66.50370401762297,6.149755808238115
2024-05-26,P002,60.157503336462206,17.86,0,826.13,65.24935057581622,6.458221338607098
2024-05-27,P002,73.67425668799804,17.9,0,119.57,66.28098698827786,7.21494478479988
2024-05-28,P002,65.75961084251138,17.88,0,748.32,66.34050149921988,7.207632603993567
2024-05-29,P002,66.49259887115983,17.78,0,663.69,64.89608927506539,5.653757372679351
2024-05-30,P002,70.2597199247242,17.51,0,796.37,66.17665973335276,5.717177813086003
2024-05-31,P002,64.7332428632578,18.17,0,629.95,65.50441767433212,5.5436805564268905
2024-06-01,P002,66.22025469757588,17.55,0,271.35,66.75674103195561,4.264567665815278
2024-06-02,P002,63.11811831991419,17.98,0,683.21,67.17968602959162,3.5952905316002783
2024-06-03,P002,67.6062946943896,17.96,0,206.69,66.31283431621898,2.2471911246671374
2024-06-04,P002,73.91920860017484,17.69,0,772.54,67.47849113874233,3.6133730881544324
2024-06-05,P002,60.48939150598483,17.68,0,496.58,66.62089008657448,4.491955097834527
2024-06-06,P002,64.18678886378609,17.65,0,676.25,65.75332850644045,4.252079650207836
2024-06-07,P002,68.78270948596574,18.17,0,917.36,66.33182373825589,4.364154469029839
2024-06-08,P002,64.50980777511815,17.83,0,296.08,66.08747417790478,4.418982027249094
2024-06-09,P002,51.3022633596571,17.8,0,387.14,64.39949489786805,7.153144755079377
2024-06-10,P002,58.847954787938974,17.92,0,832.74,63.148303482660815,7.263866650270617
2024-06-11,P002,63.48407579341715,17.86,0,715.32,61.65757022455257,5.55468119012926
2024-06-12,P002,69.52151670787258,17.77,0,28.01,62.94787382482225,6.244327130174199
2024-06-13,P002,60.64771847726518,17.76,0,205.31,62.44229234103356,6.270516240625018
2024-06-14,P002,66.65628673229983,17.66,0,17.93,62.13851766193842,5.955769601989757
2024-06-15,P002,63.38393722765347,18.06,0,11.94,61.97767901230061,5.895960748783756
2024-06-16,P002,59.737182380838526,17.99,0,299.13,63.18266744389796,3.8614648529647697
2024-06-17,P002,48.689717646924855,17.73,0,640.55,61.73149070946737,6.65807689289331
2024-06-18,P002,65.1356943225548,17.81,0,130.97,61.9674362136299,6.759034488081012
2024-06-19,P002,68.79852730290713,17.96,0,104.23,61.86415201292055,6.628628355350038
2024-06-20,P002,64.07054866850216,17.76,0,666.11,62.35312775452582,6.6501513512105905
2024-06-21,P002,60.14313890244748,17.71,0,212.14,61.42267806454692,6.398616974566852
2024-06-22,P002,61.991337565267095,17.74,0,709.58,61.22373525563457,6.348931452846416
2024-06-23,P002,64.97501418179739,17.85,0,823.33,61.97199694148584,6.4523454241638865
2024-06-24,P002,99.85009291603696,17.8,30,418.8,69.28062197993043,13.749034999875983
2024-06-25,P002,73.29106175389883,17.89,0,890.22,70.44567447012243,13.684648036688893
2024-06-26,P002,67.07117944039986,17.93,0,714.08,70.19891048976424,13.734782045409753
2024-06-27,P002,66.94226656192563,17.69,0,723.26,70.60915590311046,13.56303941462289
2024-06-28,P002,63.57996705001841,17.87,0,775.86,71.10013135276346,13.177764193296833
2024-06-29,P002,65.10152613584509,17.64,0,174.74,71.54444400570317,12.86825589681308
2024-06-30,P002,59.741152633702505,17.93,0,223.38,70.79674949883247,13.452379023968705
2024-07-01,P002,57.54642413088072,18.03,0,18.31,64.75336824381016,5.189993065357742
2024-07-02,P002,70.82056175174381,17.95,0,357.33,64.40043967207372,4.55819563467892
2024-07-03,P002,76.52130285556363,17.7,0,907.44,65.7504573028114,6.476721455125245
2024-07-04,P002,66.66686900060037,17.65,0,903.86,65.71111479405064,6.469107242662919
2024-07-05,P002,61.69761330240963,17.59,0,796.94,65.44220711582082,6.610046838501194
2024-07-06,P002,62.35275042886783,17.91,0,123.25,65.04952487196692,6.714481847979198
2024-07-07,P002,62.24025275300564,17.73,0,419.73,65.40653917472453,6.446272546374309
2024-07-08,P002,66.14308418344358,17.93,0,540.15,66.63463346794778,5.439518351056911
2024-07-09,P002,59.115096308877256,17.85,0,496.58,64.96242411896685,5.729712239585512
2024-07-10,P002,64.25471851977403,17.95,0,888.65,63.21005492813976,2.657542699305706
2024-07-11,P002,60.85203161114585,17.78,0,793.56,62.379363872503404,2.2787268453504548
2024-07-12,P002,63.406290097538935,17.68,0,461.61,62.623460557521874,2.2850341902879046
2024-07-13,P002,52.9477800783514,18.03,0,593.52,61.27989336459096,4.3250739233087625
2024-07-14,P002,65.56009004081842,17.8,0,524.63,61.75415583427849,4.619900898174218
2024-07-15,P002,62.02769695773997,18.01,0,115.41,61.16624337346369,4.212156041640212
2024-07-16,P002,69.08722609485487,17.92,0,152.69,62.59083334288906,5.013018352913066
2024-07-17,P002,71.30436278500207,17.71,0,440.52,63.59792538077878,6.011649231382692
2024-07-18,P002,70.22318446333142,18.13,0,641.49,64.93666150251958,6.333090127501807
2024-07-19,P002,66.09688400049936,17.55,0,202.11,65.32103206008536,6.306320611198163
2024-07-20,P002,53.08402887357418,17.76,0,124.57,65.3404961736886,6.261819601475141
2024-07-21,P002,61.36928577816883,18.08,0,643.58,64.74180985045295,6.435262513061762
2024-07-22,P002,64.728176244738,17.92,0,853.97,65.12759260573839,6.325445971273383
2024-07-23,P002,49.07937772230766,17.97,0,910.83,62.269328552517365,8.413742629413719
2024-07-24,P002,72.54009651886297,18.02,0,928.53,62.44586194306891,8.644700428341102
2024-07-25,P002,61.536441282482784,17.8,0,883.05,61.20489863151911,7.936681125676281
2024-07-26,P002,46.81947783127544,18.13,0,294.63,58.45098346448712,9.200234718593734
2024-07-27,P002,60.74186838808736,17.54,0,695.9,59.544960537989006,8.906293323208097
2024-07-28,P002,54.10582702646843,17.73,0,106.63,58.507323573460376,9.079753502869483
2024-07-29,P002,62.53083468653634,17.84,0,563.15,58.19341763657443,8.864267380857845
2024-07-30,P002,60.88400052269181,18.17,0,333.65,59.87979232234358,7.913257997801735
2024-07-31,P002,54.754639395463,17.98,0,844.7,57.33901273328645,5.7229490732920105
2024-08-01,P002,62.77852722162121,17.77,0,608.15,57.5164535817348,5.8915531516637145
2024-08-02,P002,54.71508887542079,17.99,0,415.55,58.644398016612705,3.9323219329876054
2024-08-03,P002,63.05402632215306,18.19,0,481.3,58.974706292907804,4.224149808738976
2024-08-04,P002,60.8822330498453,17.7,0,249.56,59.942764296247354,3.6613605980217416
2024-08-05,P002,61.539767468332144,18.02,0,637.65,59.80118326507533,3.5624280820886085
2024-08-06,P002,66.21525166588947,17.75,0,450.88,60.562790571246424,4.321512533352919
2024-08-07,P002,62.0591903079396,17.64,0,236.65,61.606297844457366,3.4865231855930854
2024-08-08,P002,60.44389287332957,17.91,0,575.99,61.27277865184427,3.467311200901861
2024-08-09,P002,64.82779267260385,17.66,0,205.79,62.71745062287042,2.127548336321379
2024-08-10,P002,66.68794875023016,17.95,0,97.89,63.23658239831001,2.6116361128746073
2024-08-11,P002,69.90581601517215,17.97,0,776.38,64.525665679071,3.372126563582898
2024-08-12,P002,62.06399170139101,18.1,0,63.51,64.60055485522226,3.299808511906142
2024-08-13,P002,63.92256936023836,17.93,0,157.89,64.27302881155781,3.225779561273267
2024-08-14,P002,69.6589864578948,17.95,0,718.34,65.35871397583712,3.6122568103622013
2024-08-15,P002,60.90108910538426,18.02,0,842.45,65.42402772327351,3.5113028778703974
2024-08-16,P002,59.82413920719935,18.03,0,6.83,64.70922008535858,4.111003382044911
2024-08-17,P002,51.14794662331184,18.19,0,645.21,62.48921978151311,6.414775316704681
2024-08-18,P002,61.813055946336775,17.67,0,302.61,61.33311120025092,5.5225483649613185
2024-08-19,P002,57.43574710666046,18.06,0,342.38,60.67193340100369,5.6948282188836625
2024-08-20,P002,63.000520897474566,17.89,0,341.88,60.54021219203744,5.617244919391421
2024-08-21,P002,67.71855658300332,17.91,0,320.95,60.26300792419579,5.117931410694728
2024-08-22,P002,62.60192404435927,17.88,0,4.31,60.50598434404937,5.19309557307575
2024-08-23,P002,73.74862606121165,17.92,23,233.86,62.49519675176542,7.176504890079288
2024-08-24,P002,58.30886765794354,17.62,0,99.73,63.51818547099851,5.634019568513122
2024-08-25,P002,58.22083269670757,18.07,0,687.15,63.00501072105148,5.9688650574162185
2024-08-26,P002,57.4791126388827,18.15,0,53.24,63.01120579708323,5.962140054782252
2024-08-27,P002,58.69788035932768,18.16,0,195.36,62.396542863062244,6.181190186157907
2024-08-28,P002,62.7250564437583,17.98,0,318.28,61.683185700312954,5.736790838536104
2024-08-29,P002,70.99019639948038,17.91,0,39.7,62.88151032247311,6.747704664794514
2024-08-30,P002,58.57847880410422,18.09,0,642.1,60.71434642860063,4.84311865482608
2024-08-31,P002,60.30423684636425,17.72,0,226.35,60.99939916980359,4.735466645869141
2024-09-01,P002,72.80963011918182,17.7,0,112.55,63.0835130872999,6.270357164326939
2024-09-02,P002,67.23786079646429,17.85,0,639.48,64.47761996695442,5.889946750869586
2024-09-03,P002,57.20683160677443,18.1,0,762.3,64.26461300230395,6.154811208126909
2024-09-04,P002,64.61987748241383,17.83,0,311.32,64.53530172211188,6.1173697754666225
2024-09-05,P002,61.20627376012762,18.05,0,163.84,63.13759848791864,5.481408264585396
2024-09-06,P002,65.08615127699882,17.82,0,230.64,64.06726598404643,5.119185050464275
2024-09-07,P002,66.43851418304305,18.21,0,530.02,64.9435913178577,4.887452311460847
2024-09-08,P002,57.488830479056986,18.03,0,724.65,62.75490565498272,4.153103634722793
2024-09-09,P002,65.40071190791568,18.06,0,190.1,62.49245581376148,3.871064954632645
2024-09-10,P002,66.30418535078059,17.86,0,721.3,63.79207777719095,3.2832707617305155
2024-09-11,P002,64.37136387632584,17.93,0,593.14,63.75657583346408,3.27415889162474
2024-09-12,P002,65.38624846054367,17.95,0,906.31,64.35371507638067,3.1084954550340065
2024-09-13,P002,61.69817370022023,17.64,0,437.63,63.869718279698006,3.236565331796806
2024-09-14,P002,62.15846344343848,17.77,0,343.59,63.25828245975449,3.0704189526877337
2024-09-15,P002,61.69253703988029,18.03,0,539.33,63.85881196844354,1.9666116375118279
2024-09-16,P002,55.88672657346897,17.45,0,10.88,62.49967120637973,3.4508745954342936
2024-09-17,P002,58.56704711508039,17.77,0,630.6,61.39436574413684,3.26319158838293
2024-09-18,P002,75.97201174145115,17.96,0,377.35,63.05160115344046,6.433127240903978
2024-09-19,P002,64.00307686488573,17.52,0,908.28,62.85400521120361,6.370402596803335
2024-09-20,P002,64.21432444101885,17.93,0,912.54,63.21345531703198,6.365300028897751
2024-09-21,P002,70.08687437102627,17.44,0,552.19,64.34608544954452,6.834388429921241
2024-09-22,P002,59.90890254126519,18.17,0,484.3,64.09128052117094,6.981475314533918
2024-09-23,P002,60.17429239713864,17.76,0,722.42,64.70378992455231,6.296135077743085
2024-09-24,P002,73.9937031757602,18.08,0,837.98,66.90759793322086,6.487081897059968
2024-09-25,P002,63.78836065017787,18.01,0,783.75,65.16707634875324,5.145443373738357
2024-09-26,P002,64.33480506494021,17.57,0,615.02,65.21446609161818,5.134452019631728
2024-09-27,P002,65.47328394286923,17.75,0,254.07,65.39431744902538,5.11559483401712
2024-09-28,P002,71.31672446115141,18.0,0,108.03,65.57001031904325,5.320629685384535
2024-09-29,P002,60.76992600037686,17.79,0,102.79,65.69301367034493,5.175927628899613
2024-09-30,P002,62.80015309292616,17.66,0,77.98,66.068136626886,4.790071295903171
2024-10-01,P002,72.28513598621713,17.56,0,611.13,65.82405559980842,4.341431123447821
2024-10-02,P002,66.07087297867149,18.14,0,599.59,66.15012878959321,4.24775909574155
2024-10-03,P002,60.98096239384368,17.56,0,926.9,65.67100840800799,4.6561559723667045
2024-10-04,P002,64.91090370874153,17.93,0,510.15,65.59066837456118,4.664979692291451
2024-10-05,P002,66.86718647698616,17.67,0,111.85,64.95502009110899,4.012182534776689
2024-10-06,P002,58.40238258074746,17.56,0,492.57,64.61679960259052,4.4945698024791225
2024-10-07,P002,70.37559929836601,18.06,0,627.01,65.69900620336765,4.8797595187292275
2024-10-08,P002,55.209344213787176,17.96,0,194.28,63.25960737873479,5.289510918215815
2024-10-09,P002,61.09631797484417,17.64,0,815.09,62.54895666390231,5.181939634051161
2024-10-10,P002,60.47966916047236,18.17,0,438.22,62.47734334484927,5.210605142309222
2024-10-11,P002,57.59217733090821,18.24,0,82.63,61.43181100515879,5.372663856971455
2024-10-12,P002,54.20204575425164,18.07,0,279.8,59.62250518762529,5.369732888980683
2024-10-13,P002,63.355402796018815,17.73,0,826.85,60.33007950409262,5.506744096706481
2024-10-14,P002,65.9893813404938,17.93,0,416.98,59.70347693868231,4.287816017375565
2024-10-15,P002,65.1750430519447,17.73,0,173.01,61.12714820127625,4.200498480903782
2024-10-16,P002,63.19928872546512,17.91,0,604.52,61.42757259422209,4.272512084368226
2024-10-17,P002,65.71097350939955,18.08,0,561.55,62.17490178692598,4.528900769704691
2024-10-18,P002,58.76537317031108,18.0,0,7.21,62.342501192554955,4.349186669431279
2024-10-19,P002,70.69252914594158,17.76,0,161.78,64.69828453422494,3.6078731990480626
2024-10-20,P002,65.2369545112276,17.87,0,575.39,64.96707763639763,3.5609357380081663
2024-10-21,P002,55.08468739374972,17.74,0,110.14,63.40926421543419,5.094288197648132
2024-10-22,P002,99.96290808428688,17.87,32,239.08,68.3789592200545,14.809211432770379
